location,total_sqft,bath,price,bhk,price_per_sqft
Hadosiddapura,1200.0,3.0,165.0,3,13750.0
Hagadur,1086.0,2.0,47.5,2,4373.85
Hanumanth Nagar,1225.0,2.0,55.11,2,4498.78
Hanumanth Nagar,1220.0,2.0,54.89,2,4499.18
Hanumantha Nagar,3300.0,8.0,310.0,8,9393.94
Haralur Road,1240.0,2.0,70.0,2,5645.16
Haralur Road,1027.0,2.0,44.0,2,4284.32
Haralur Road,1464.0,3.0,56.0,3,3825.14
Haralur Road,2805.0,5.0,154.0,4,5490.2
Haralur Road,1194.0,2.0,47.0,2,3936.35
Haralur Road,1202.0,2.0,53.0,2,4409.32
Haralur Road,1056.0,2.0,61.0,2,5776.52
Haralur Road,1464.0,3.0,56.0,3,3825.14
Haralur Road,1810.0,3.0,100.0,3,5524.86
Haralur Road,1194.0,2.0,46.0,2,3852.6
Haralur Road,2805.0,4.0,154.0,4,5490.2
Haralur Road,1225.0,2.0,67.38,2,5500.41
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1027.0,2.0,44.0,2,4284.32
Haralur Road,1920.0,3.0,115.0,3,5989.58
Haralur Road,1875.0,3.0,110.0,3,5866.67
Haralur Road,1194.0,2.0,47.0,2,3936.35
Haralur Road,1140.0,2.0,43.0,2,3771.93
Haralur Road,1027.0,2.0,44.0,2,4284.32
Haralur Road,1194.0,2.0,46.0,2,3852.6
Haralur Road,2017.0,3.0,125.0,3,6197.32
Haralur Road,1140.0,2.0,43.0,2,3771.93
Haralur Road,1875.0,3.0,110.0,3,5866.67
Haralur Road,1092.0,2.0,44.0,2,4029.3
Haralur Road,1300.0,2.0,73.0,2,5615.38
Haralur Road,1194.0,2.0,47.0,2,3936.35
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1225.0,2.0,67.38,2,5500.41
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1464.0,2.0,56.0,2,3825.14
Haralur Road,1230.0,2.0,78.0,2,6341.46
Haralur Road,1000.0,2.0,44.0,2,4400.0
Haralur Road,1300.0,2.0,79.0,2,6076.92
Haralur Road,1444.0,2.0,80.0,3,5540.17
Haralur Road,1088.0,2.0,68.0,2,6250.0
Haralur Road,1027.0,2.0,44.0,2,4284.32
Haralur Road,1464.0,3.0,56.0,3,3825.14
Haralur Road,1225.0,2.0,70.0,2,5714.29
Haralur Road,1464.0,3.0,56.0,3,3825.14
Haralur Road,1194.0,2.0,46.0,2,3852.6
Haralur Road,1830.0,3.0,101.0,3,5519.13
Haralur Road,1464.0,2.0,56.0,2,3825.14
Haralur Road,1520.0,2.0,96.0,3,6315.79
Haralur Road,1300.0,2.0,75.0,2,5769.23
Haralur Road,2017.0,2.0,125.0,3,6197.32
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1027.0,2.0,44.0,2,4284.32
Haralur Road,2805.0,5.0,160.0,4,5704.1
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1027.0,2.0,44.0,2,4284.32
Haralur Road,2017.0,3.0,105.0,3,5205.75
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1520.0,2.0,90.0,3,5921.05
Haralur Road,1300.0,2.0,60.0,2,4615.38
Haralur Road,1985.0,3.0,130.0,3,6549.12
Haralur Road,1056.0,2.0,60.0,2,5681.82
Haralur Road,1140.0,2.0,42.0,2,3684.21
Haralur Road,1245.0,2.0,62.0,2,4979.92
Haralur Road,1140.0,2.0,58.0,2,5087.72
Haralur Road,1140.0,2.0,42.0,2,3684.21
Haralur Road,1027.0,2.0,43.0,2,4186.95
Haralur Road,1194.0,2.0,47.0,2,3936.35
Haralur Road,1194.0,2.0,47.0,2,3936.35
Haralur Road,1560.0,3.0,90.0,3,5769.23
Haralur Road,1520.0,2.0,85.0,3,5592.11
Haralur Road,1243.0,2.0,45.0,2,3620.27
Haralur Road,1027.0,2.0,44.0,2,4284.32
Haralur Road,1194.0,2.0,46.0,2,3852.6
Haralur Road,1650.0,3.0,100.0,3,6060.61
Haralur Road,1580.0,3.0,73.0,3,4620.25
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1194.0,2.0,47.0,2,3936.35
Haralur Road,2805.0,4.0,154.0,4,5490.2
Haralur Road,1520.0,2.0,96.0,3,6315.79
Haralur Road,1510.0,3.0,83.05,3,5500.0
Haralur Road,1056.0,2.0,65.0,2,6155.3
Haralur Road,1810.0,3.0,100.0,3,5524.86
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,575.0,1.0,38.0,1,6608.7
Haralur Road,1194.0,2.0,46.0,2,3852.6
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1194.0,2.0,46.0,2,3852.6
Haralur Road,1140.0,2.0,43.0,2,3771.93
Haralur Road,1850.0,3.0,120.0,3,6486.49
Haralur Road,1194.0,2.0,47.0,2,3936.35
Haralur Road,1194.0,2.0,47.0,2,3936.35
Haralur Road,1464.0,3.0,56.0,3,3825.14
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1710.0,3.0,85.0,3,4970.76
Haralur Road,1730.0,3.0,95.0,3,5491.33
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1817.0,3.0,110.0,3,6053.94
Haralur Road,1225.0,2.0,77.0,2,6285.71
Haralur Road,1285.0,2.0,78.0,2,6070.04
Haralur Road,1225.0,2.0,67.48,2,5508.57
Haralur Road,1225.0,2.0,69.84,2,5701.22
Haralur Road,1200.0,2.0,46.0,2,3833.33
Haralur Road,1315.0,2.0,85.0,2,6463.88
Haralur Road,1976.0,3.0,92.0,3,4655.87
Haralur Road,1300.0,2.0,75.0,2,5769.23
Haralur Road,1309.0,2.0,82.0,2,6264.32
Haralur Road,1027.0,1.0,44.0,2,4284.32
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1140.0,2.0,43.0,2,3771.93
Haralur Road,1300.0,2.0,75.0,2,5769.23
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1890.0,3.0,84.0,3,4444.44
Haralur Road,1230.0,2.0,67.65,2,5500.0
Haralur Road,1194.0,2.0,46.0,2,3852.6
Haralur Road,1092.0,2.0,44.0,2,4029.3
Haralur Road,1464.0,3.0,56.0,3,3825.14
Haralur Road,1735.0,3.0,97.0,3,5590.78
Haralur Road,1810.0,3.0,97.83,3,5404.97
Haralur Road,1200.0,2.0,46.0,2,3833.33
Haralur Road,1243.0,2.0,46.0,2,3700.72
Haralur Road,1810.0,3.0,112.0,3,6187.85
Harappanahalli,2400.0,2.0,95.0,2,3958.33
Harlur,1174.0,2.0,69.0,2,5877.34
Harlur,1197.0,2.0,84.0,2,7017.54
Harlur,1757.0,3.0,132.0,3,7512.81
Harlur,1174.0,2.0,76.0,2,6473.59
Harlur,1754.0,3.0,125.0,3,7126.57
Harlur,1290.0,2.0,85.0,2,6589.15
Harlur,1752.12,3.0,116.0,3,6620.55
Harlur,1754.0,3.0,124.0,3,7069.56
Harlur,1152.0,2.0,69.0,2,5989.58
Harlur,1290.0,2.0,87.0,2,6744.19
Harlur,1749.0,3.0,115.0,3,6575.19
Harlur,2240.0,5.0,155.0,3,6919.64
Harlur,1884.0,4.0,120.0,4,6369.43
Harlur,1197.0,2.0,79.0,2,6599.83
Harlur,1174.0,2.0,78.0,2,6643.95
Harlur,1730.0,3.0,100.0,3,5780.35
Harlur,1197.0,2.0,79.0,2,6599.83
Harlur,1749.0,3.0,112.0,3,6403.66
Harlur,1174.0,2.0,75.0,2,6388.42
Harlur,1620.0,3.0,110.0,3,6790.12
Harlur,1414.0,3.0,77.5,3,5480.91
Harlur,1630.0,3.0,95.1,3,5834.36
Harlur,1762.0,3.0,133.0,3,7548.24
Harlur,1756.0,3.0,131.0,3,7460.14
Harlur,1755.0,3.0,130.0,3,7407.41
Harlur,1864.0,3.0,140.0,3,7510.73
Harlur,1331.0,2.0,88.0,2,6611.57
Harlur,1756.0,3.0,128.0,3,7289.29
Harlur,1749.0,3.0,120.0,3,6861.06
Harlur,1197.0,2.0,82.0,2,6850.46
Harlur,1303.0,2.0,90.0,2,6907.14
Harlur,1754.0,3.0,132.0,3,7525.66
Harlur,1174.0,2.0,75.0,2,6388.42
Harlur,1197.0,2.0,78.0,2,6516.29
Harlur,1290.0,2.0,89.9,2,6968.99
Harlur,1386.0,2.0,85.0,2,6132.76
Harlur,1174.0,2.0,74.0,2,6303.24
Harlur,1174.0,2.0,78.0,2,6643.95
Harlur,1755.0,3.0,115.0,3,6552.71
Harlur,2820.0,4.0,153.5,4,5443.26
Harlur,2569.0,4.0,175.0,4,6811.99
Harlur,1197.0,2.0,77.0,2,6432.75
Harlur,1752.12,3.0,125.0,3,7134.21
Harlur,2569.0,5.0,180.0,4,7006.62
Harlur,1197.0,2.0,76.0,2,6349.21
Harlur,1197.0,2.0,75.0,2,6265.66
Harlur,1755.0,3.0,117.0,3,6666.67
Harlur,1197.0,2.0,79.9,2,6675.02
Harlur,2990.0,4.0,225.0,4,7525.08
Harlur,1370.0,2.0,88.0,2,6423.36
Harlur,1335.0,2.0,72.76,2,5450.19
Harsha Layout,500.0,1.0,16.0,1,3200.0
Harsha Layout,450.0,1.0,20.0,1,4444.44
Hebbal,1760.0,2.0,123.0,3,6988.64
Hebbal,5611.5,4.0,477.0,4,8500.4
Hebbal,1900.0,3.0,119.0,3,6263.16
Hebbal,1349.0,2.0,98.2,2,7279.47
Hebbal,2483.0,5.0,212.0,4,8538.06
Hebbal,1760.0,2.0,130.0,3,7386.36
Hebbal,3450.0,5.0,260.0,3,7536.23
Hebbal,1920.0,3.0,134.0,3,6979.17
Hebbal,1337.0,2.0,82.0,2,6133.13
Hebbal,1349.0,2.0,98.0,2,7264.64
Hebbal,1255.0,2.0,77.68,3,6189.64
Hebbal,1355.0,3.0,83.87,3,6189.67
Hebbal,1790.0,3.0,127.0,3,7094.97
Hebbal,687.325,2.0,42.72,2,6215.4
Hebbal,2790.0,5.0,198.0,4,7096.77
Hebbal,1985.0,4.0,189.0,3,9521.41
Hebbal,2483.0,5.0,215.0,4,8658.88
Hebbal,1080.0,2.0,54.0,2,5000.0
Hebbal,812.0,2.0,55.0,2,6773.4
Hebbal,2790.0,4.0,198.0,4,7096.77
Hebbal,3067.0,4.0,230.0,4,7499.18
Hebbal,2526.0,2.0,250.0,3,9897.07
Hebbal,3067.0,4.0,230.0,4,7499.18
Hebbal,1255.0,2.0,77.68,3,6189.64
Hebbal,823.0,2.0,50.63,2,6151.88
Hebbal,1420.0,2.0,123.0,2,8661.97
Hebbal,1069.0,3.0,65.4,3,6117.87
Hebbal,1420.0,2.0,99.39,2,6999.3
Hebbal,4235.0,4.0,365.0,4,8618.65
Hebbal,1700.0,3.0,124.0,3,7294.12
Hebbal,3960.0,5.0,386.0,4,9747.47
Hebbal,1420.0,2.0,99.39,2,6999.3
Hebbal,1355.0,3.0,83.87,3,6189.67
Hebbal,1440.0,2.0,115.0,2,7986.11
Hebbal,1100.0,2.0,54.0,2,4909.09
Hebbal,1355.0,3.0,83.87,3,6189.67
Hebbal,2400.0,4.0,180.0,3,7500.0
Hebbal,1255.0,2.0,77.68,3,6189.64
Hebbal,1420.0,2.0,107.0,2,7535.21
Hebbal,1320.0,2.0,92.0,2,6969.7
Hebbal,919.0,2.0,49.0,2,5331.88
Hebbal,1645.0,3.0,135.0,3,8206.69
Hebbal,2080.0,3.0,175.0,3,8413.46
Hebbal,1355.0,3.0,83.87,3,6189.67
Hebbal,2483.0,5.0,230.0,4,9262.99
Hebbal,2600.0,3.0,195.0,3,7500.0
Hebbal,1645.0,3.0,117.0,3,7112.46
Hebbal,1251.0,2.0,88.73,2,7092.73
Hebbal,1645.0,3.0,121.0,3,7355.62
Hebbal,1760.0,3.0,123.0,3,6988.64
Hebbal,2790.0,4.0,198.0,4,7096.77
Hebbal,3960.0,5.0,386.0,4,9747.47
Hebbal,1645.0,3.0,120.0,3,7294.83
Hebbal,1255.0,2.0,90.0,3,7171.31
Hebbal,1645.0,3.0,117.0,3,7112.46
Hebbal,1255.0,3.0,77.68,3,6189.64
Hebbal,1586.0,3.0,90.0,3,5674.65
Hebbal,1636.0,3.0,119.0,3,7273.84
Hebbal,1255.0,2.0,95.0,3,7569.72
Hebbal,2790.0,4.0,198.0,4,7096.77
Hebbal,1269.0,2.0,73.0,3,5752.56
Hebbal,1255.0,2.0,95.0,3,7569.72
Hebbal,1088.0,2.0,61.45,2,5647.98
Hebbal,1349.0,2.0,97.8,2,7249.81
Hebbal,1255.0,3.0,77.68,3,6189.64
Hebbal,1344.0,2.0,108.0,2,8035.71
Hebbal,1255.0,2.0,90.0,3,7171.31
Hebbal,1255.0,3.0,77.68,3,6189.64
Hebbal,1138.0,2.0,110.0,2,9666.08
Hebbal,2790.0,5.0,204.0,4,7311.83
Hebbal,1088.0,2.0,62.0,2,5698.53
Hebbal,1987.0,4.0,165.0,3,8303.98
Hebbal,2790.0,5.0,198.0,4,7096.77
Hebbal,1299.0,2.0,100.0,2,7698.23
Hebbal,1200.0,2.0,60.0,2,5000.0
Hebbal,1645.0,3.0,117.0,3,7112.46
Hebbal,1390.0,2.0,95.0,2,6834.53
Hebbal,1333.0,2.0,100.0,2,7501.88
Hebbal,1355.0,3.0,83.87,3,6189.67
Hebbal,2650.0,4.0,199.0,3,7509.43
Hebbal,1800.0,3.0,140.0,3,7777.78
Hebbal,1860.0,3.0,95.0,3,5107.53
Hebbal,2470.0,4.0,203.0,4,8218.62
Hebbal,1255.0,2.0,95.0,3,7569.72
Hebbal,1333.0,2.0,104.0,2,7801.95
Hebbal,1645.0,3.0,117.0,3,7112.46
Hebbal,2600.0,3.0,199.0,3,7653.85
Hebbal,1345.0,2.0,97.0,2,7211.9
Hebbal,1110.0,3.0,59.0,3,5315.32
Hebbal,985.0,2.0,62.0,2,6294.42
Hebbal,1320.0,2.0,91.0,2,6893.94
Hebbal,2388.0,3.0,195.0,3,8165.83
Hebbal,1040.0,2.0,55.0,2,5288.46
Hebbal,1315.0,3.0,65.0,3,4942.97
Hebbal,2600.0,3.0,195.0,3,7500.0
Hebbal,2630.0,5.0,188.0,4,7148.29
Hebbal,2790.0,5.0,198.0,4,7096.77
Hebbal,1645.0,3.0,113.0,3,6869.3
Hebbal,1355.0,3.0,83.87,3,6189.67
Hebbal,1420.0,2.0,99.39,2,6999.3
Hebbal,1590.0,3.0,96.0,3,6037.74
Hebbal,3520.0,5.0,320.0,3,9090.91
Hebbal,1162.0,2.0,69.0,2,5938.04
Hebbal,1100.0,2.0,60.0,2,5454.55
Hebbal,4235.0,5.0,364.0,4,8595.04
Hebbal,1299.0,2.0,97.0,2,7467.28
Hebbal,1255.0,3.0,77.68,3,6189.64
Hebbal,2470.0,5.0,192.0,4,7773.28
Hebbal,1645.0,3.0,117.0,3,7112.46
Hebbal,1920.0,3.0,134.0,3,6979.17
Hebbal,3520.0,5.0,240.0,3,6818.18
Hebbal,1920.0,3.0,150.0,3,7812.5
Hebbal,2375.0,4.0,189.0,4,7957.89
Hebbal,1420.0,2.0,99.26,2,6990.14
Hebbal,1252.0,2.0,92.0,2,7348.24
Hebbal,2790.0,4.0,198.0,4,7096.77
Hebbal,1162.0,2.0,59.0,2,5077.45
Hebbal,1294.0,2.0,115.0,2,8887.17
Hebbal,4225.0,6.0,359.0,4,8497.04
Hebbal,1150.0,2.0,57.0,2,4956.52
Hebbal,1740.0,2.0,137.0,3,7873.56
Hebbal,1430.0,3.0,85.0,3,5944.06
Hebbal,1662.0,3.0,155.0,3,9326.11
Hebbal,1349.0,2.0,98.0,2,7264.64
Hebbal,4000.0,6.0,370.0,4,9250.0
Hebbal,1349.0,2.0,96.8,2,7175.69
Hebbal Kempapura,1700.0,3.0,155.0,3,9117.65
Hebbal Kempapura,1800.0,3.0,175.0,3,9722.22
Hebbal Kempapura,3522.0,3.0,380.0,3,10789.32
Hebbal Kempapura,1200.0,2.0,125.0,2,10416.67
Hebbal Kempapura,1300.0,2.0,102.0,2,7846.15
Hebbal Kempapura,1466.0,2.0,140.0,3,9549.8
Hebbal Kempapura,1725.0,2.0,165.0,3,9565.22
Hebbal Kempapura,3408.0,3.0,260.0,3,7629.11
Hebbal Kempapura,1485.0,3.0,132.0,2,8888.89
Hebbal Kempapura,1400.0,2.0,108.0,2,7714.29
Hebbal Kempapura,1800.0,3.0,150.0,3,8333.33
Hebbal Kempapura,2400.0,5.0,200.0,5,8333.33
Hebbal Kempapura,2800.0,5.0,220.0,5,7857.14
Hebbal Kempapura,1785.0,3.0,165.0,3,9243.7
Hebbal Kempapura,3729.0,4.0,384.0,4,10297.67
Hebbal Kempapura,1600.0,3.0,170.0,3,10625.0
Hebbal Kempapura,1730.0,3.0,175.0,3,10115.61
Hebbal Kempapura,2485.0,4.0,198.0,4,7967.81
Hegde Nagar,1569.0,3.0,101.0,3,6437.22
Hegde Nagar,3000.0,7.0,210.0,6,7000.0
Hegde Nagar,2026.0,3.0,132.0,3,6515.3
Hegde Nagar,1801.0,3.0,115.0,3,6385.34
Hegde Nagar,1341.0,2.0,97.0,2,7233.41
Hegde Nagar,2112.95,4.0,145.0,3,6862.44
Hegde Nagar,1200.0,4.0,83.0,4,6916.67
Hegde Nagar,1703.0,3.0,113.0,3,6635.35
Hegde Nagar,1570.0,3.0,105.0,3,6687.9
Hegde Nagar,1801.0,3.0,140.0,3,7773.46
Hegde Nagar,1584.01,3.0,103.0,3,6502.48
Hegde Nagar,1965.0,4.0,125.0,3,6361.32
Hegde Nagar,1200.0,2.0,75.0,2,6250.0
Hegde Nagar,1847.0,3.0,135.0,3,7309.15
Hegde Nagar,1965.0,4.0,132.0,3,6717.56
Hegde Nagar,1703.0,3.0,125.0,3,7339.99
Hegde Nagar,1847.0,3.0,125.0,3,6767.73
Hegde Nagar,2144.6,4.0,145.0,3,6761.17
Hegde Nagar,1718.0,3.0,119.0,3,6926.66
Hegde Nagar,1847.0,3.0,123.0,3,6659.45
Hegde Nagar,1340.0,2.0,72.0,2,5373.13
Hegde Nagar,2087.01,3.0,115.0,3,5510.28
Hegde Nagar,1703.0,3.0,130.0,3,7633.59
Hegde Nagar,2087.01,4.0,135.0,3,6468.58
Hegde Nagar,1718.0,3.0,130.0,3,7566.94
Hegde Nagar,1884.0,4.0,118.0,3,6263.27
Hegde Nagar,1930.0,4.0,122.0,3,6321.24
Hegde Nagar,1584.01,3.0,104.0,3,6565.62
Hegde Nagar,1168.0,2.0,68.0,3,5821.92
Hegde Nagar,2162.03,4.0,129.0,3,5966.61
Hegde Nagar,2087.01,4.0,160.0,3,7666.47
Hegde Nagar,1000.0,2.0,66.0,2,6600.0
Hegde Nagar,1348.0,2.0,80.5,3,5971.81
Hegganahalli,1200.0,1.0,48.0,1,4000.0
Hegganahalli,1200.0,1.0,48.0,1,4000.0
Hennur,1075.0,2.0,52.0,2,4837.21
Hennur,1255.0,2.0,52.32,2,4168.92
Hennur,1225.0,2.0,57.0,2,4653.06
Hennur,1255.0,2.0,57.5,2,4581.67
Hennur,1259.0,2.0,57.0,2,4527.4
Hennur,1255.0,2.0,53.5,2,4262.95
Hennur,1285.0,2.0,60.0,2,4669.26
Hennur,1285.0,2.0,60.0,2,4669.26
Hennur,1100.0,2.0,60.0,2,5454.55
Hennur,1231.0,2.0,48.0,2,3899.27
Hennur,1255.0,2.0,58.0,2,4621.51
Hennur,1040.0,2.0,42.12,2,4050.0
Hennur,1255.0,2.0,54.5,2,4342.63
Hennur,1041.0,2.0,40.6,2,3900.1
Hennur,1340.0,3.0,54.24,3,4047.76
Hennur,1255.0,2.0,55.5,2,4422.31
Hennur,1260.0,2.0,52.0,3,4126.98
Hennur,1231.0,2.0,50.0,2,4061.74
Hennur,2500.0,5.0,125.0,5,5000.0
Hennur,1160.0,2.0,49.0,2,4224.14
Hennur,1255.0,2.0,53.5,2,4262.95
Hennur,1255.0,2.0,55.5,2,4422.31
Hennur,1100.0,2.0,44.55,2,4050.0
Hennur,1255.0,2.0,57.5,2,4581.67
Hennur,960.0,2.0,48.0,2,5000.0
Hennur,1020.0,2.0,48.0,2,4705.88
Hennur,1255.0,2.0,52.32,2,4168.92
Hennur,1295.0,2.0,64.0,2,4942.08
Hennur,1935.0,3.0,102.0,3,5271.32
Hennur,1655.0,2.0,70.5,3,4259.82
Hennur,1345.0,2.0,69.0,3,5130.11
Hennur,1255.0,2.0,58.0,2,4621.51
Hennur,1420.0,2.0,62.0,2,4366.2
Hennur,1155.0,2.0,54.5,2,4718.61
Hennur,1255.0,2.0,52.32,2,4168.92
Hennur,1255.0,2.0,52.35,2,4171.31
Hennur,1340.0,2.0,54.27,3,4050.0
Hennur,1255.0,2.0,54.5,2,4342.63
Hennur,1830.0,2.0,113.0,3,6174.86
Hennur,1830.5,3.0,84.205,3,4600.11
Hennur,1255.0,2.0,55.5,2,4422.31
Hennur,1255.0,2.0,53.57,2,4268.53
Hennur,1255.0,2.0,56.5,2,4501.99
Hennur,1050.0,2.0,42.73,2,4069.52
Hennur,1295.0,2.0,62.0,2,4787.64
Hennur Bande,1200.0,2.0,70.0,2,5833.33
Hennur Gardens,1945.0,3.0,120.0,3,6169.67
Hennur Gardens,1490.0,2.0,115.0,3,7718.12
Hennur Gardens,1464.0,2.0,115.0,3,7855.19
Hennur Gardens,1441.0,2.0,115.0,2,7980.57
Hennur Gardens,1945.0,3.0,135.0,3,6940.87
Hennur Road,2089.0,3.0,140.0,3,6701.77
Hennur Road,1385.0,2.0,83.09,2,5999.28
Hennur Road,1317.5,2.0,63.77,2,4840.23
Hennur Road,1500.0,2.0,62.0,3,4133.33
Hennur Road,2264.0,3.0,159.0,3,7022.97
Hennur Road,1157.0,2.0,84.0,2,7260.16
Hennur Road,1904.0,3.0,120.0,3,6302.52
Hennur Road,1891.0,3.0,109.0,3,5764.15
Hennur Road,1561.0,3.0,95.0,3,6085.84
Hennur Road,1192.0,2.0,60.0,3,5033.56
Hennur Road,2060.0,3.0,149.0,3,7233.01
Hennur Road,1482.0,2.0,92.0,3,6207.83
Hennur Road,1232.0,2.0,89.0,2,7224.03
Hennur Road,1065.0,2.0,42.6,2,4000.0
Hennur Road,1482.0,2.0,83.73,3,5649.8
Hennur Road,1482.0,2.0,87.0,3,5870.45
Hennur Road,1891.0,3.0,139.0,3,7350.61
Hennur Road,1232.0,2.0,69.61,2,5650.16
Hennur Road,987.0,2.0,49.0,2,4964.54
Hennur Road,1804.0,3.0,102.0,3,5654.1
Hennur Road,2160.0,3.0,160.0,3,7407.41
Hennur Road,1186.0,2.0,63.0,3,5311.97
Hennur Road,1065.0,2.0,42.6,2,4000.0
Hennur Road,1385.0,2.0,83.09,2,5999.28
Hennur Road,1186.0,2.0,56.0,3,4721.75
Hennur Road,2350.0,3.0,174.0,3,7404.26
Hennur Road,1586.0,3.0,93.94,3,5923.08
Hennur Road,1975.0,3.0,123.0,3,6227.85
Hennur Road,1290.0,2.0,94.5,3,7325.58
Hennur Road,901.0,2.0,49.5,2,5493.9
Hennur Road,1445.0,3.0,86.56,3,5990.31
Hennur Road,1482.0,2.0,97.0,3,6545.21
Hennur Road,1182.0,2.0,82.5,2,6979.7
Hennur Road,1192.0,2.0,62.0,3,5201.34
Hennur Road,1036.0,2.0,59.46,2,5739.38
Hennur Road,1891.0,3.0,109.0,3,5764.15
Hennur Road,1232.0,2.0,69.61,2,5650.16
Hennur Road,1804.0,3.0,102.0,3,5654.1
Hennur Road,2320.0,3.0,170.0,3,7327.59
Hennur Road,1936.0,3.0,118.0,3,6095.04
Hennur Road,1480.0,2.0,65.0,2,4391.89
Hennur Road,1590.0,3.0,96.5,3,6069.18
Hennur Road,1445.0,2.0,105.0,3,7266.44
Hennur Road,1036.0,2.0,59.45,2,5738.42
Hennur Road,1832.0,3.0,125.0,3,6823.14
Hennur Road,1359.0,2.0,104.0,2,7652.69
Hennur Road,1341.0,2.0,75.76,2,5649.52
Hennur Road,1040.0,2.0,50.0,2,4807.69
Hennur Road,1685.0,3.0,95.0,3,5637.98
Hennur Road,1949.0,3.0,133.0,3,6824.01
Hennur Road,1232.0,2.0,89.0,2,7224.03
Hennur Road,1250.0,2.0,77.88,3,6230.4
Hennur Road,2502.0,4.0,180.0,4,7194.24
Hennur Road,1831.0,3.0,110.0,3,6007.65
Hennur Road,1232.0,2.0,87.0,2,7061.69
Hennur Road,1232.0,2.0,74.0,2,6006.49
Hennur Road,1232.0,2.0,66.0,2,5357.14
Hennur Road,1341.0,2.0,95.0,2,7084.27
Hennur Road,2700.0,3.0,150.0,3,5555.56
Hennur Road,1232.0,2.0,88.0,2,7142.86
Hennur Road,2365.0,4.0,175.0,3,7399.58
Hennur Road,1310.0,2.0,66.0,2,5038.17
Hennur Road,1552.0,3.0,75.0,3,4832.47
Hennur Road,1015.0,2.0,50.0,2,4926.11
Hennur Road,1186.0,2.0,55.33,3,4665.26
Hennur Road,2264.0,3.0,168.0,3,7420.49
Hennur Road,2002.0,3.0,120.0,3,5994.01
Hennur Road,1232.0,2.0,69.6,2,5649.35
Hennur Road,1195.0,2.0,73.0,2,6108.79
Hennur Road,1020.0,2.0,47.0,2,4607.84
Hennur Road,5100.0,6.0,375.0,5,7352.94
Hennur Road,1061.0,2.0,54.92,2,5176.25
Hennur Road,1585.0,2.0,80.0,3,5047.32
Hennur Road,1020.0,2.0,45.0,2,4411.76
Hennur Road,2041.0,3.0,128.0,3,6271.44
Hennur Road,1232.0,2.0,87.0,2,7061.69
Hennur Road,1066.0,2.0,52.23,2,4899.62
Hennur Road,973.0,2.0,56.0,2,5755.4
Hennur Road,1255.0,2.0,84.0,2,6693.23
Hennur Road,1232.0,2.0,83.0,2,6737.01
Hennur Road,1832.0,3.0,116.0,3,6331.88
Hennur Road,1445.0,2.0,86.69,3,5999.31
Hennur Road,1445.0,2.0,83.0,3,5743.94
Hennur Road,1679.0,3.0,94.86,3,5649.79
Hennur Road,1482.0,2.0,68.9,3,4649.12
Hennur Road,1450.0,3.0,88.6,3,6110.34
Hennur Road,1155.0,2.0,69.18,2,5989.61
Hennur Road,1053.0,2.0,53.0,2,5033.24
Hennur Road,1195.0,2.0,59.0,2,4937.24
Hennur Road,1904.0,3.0,129.0,3,6775.21
Hennur Road,1981.0,3.0,134.0,3,6764.26
Hennur Road,1155.0,2.0,69.18,2,5989.61
Hennur Road,2000.0,4.0,90.0,4,4500.0
Hennur Road,1590.0,3.0,105.0,3,6603.77
Hennur Road,2041.0,3.0,138.0,3,6761.39
Hennur Road,1100.0,2.0,78.0,3,7090.91
Hennur Road,1880.0,4.0,154.0,4,8191.49
Hennur Road,1232.0,2.0,69.61,2,5650.16
Hennur Road,1460.0,2.0,80.3,2,5500.0
Hennur Road,1570.0,3.0,75.99,3,4840.13
Hennur Road,1933.0,3.0,140.0,3,7242.63
Hennur Road,1030.0,2.0,46.5,2,4514.56
Hennur Road,1232.0,2.0,69.61,2,5650.16
Hennur Road,1450.0,3.0,79.0,3,5448.28
Hennur Road,1445.0,2.0,89.56,3,6197.92
Hennur Road,973.0,2.0,50.74,2,5214.8
Hennur Road,1482.0,2.0,83.73,3,5649.8
Hennur Road,1305.0,2.0,77.0,3,5900.38
Hennur Road,1672.0,3.0,86.0,3,5143.54
Hennur Road,1165.0,2.0,67.0,2,5751.07
Hennur Road,980.0,2.0,51.0,2,5204.08
Hennur Road,1232.0,2.0,80.0,2,6493.51
Hennur Road,1085.0,2.0,43.4,2,4000.0
Hennur Road,950.0,2.0,55.0,2,5789.47
